AWS 지점 / 고도,강수,강수15,강수60,강수6H,강수12H,일강수,기온,풍향1,풍속1,풍향10,풍속10,습도,해면기압,위치,
116,관악(레),622m,○,0,0,0,0,0,18.8,347.5,NNW,3.7,352.8,N,4.4,68,.,경기도 과천시 중앙동,
119,수원,34m,○,0,0,0,0,0,20.5,0.0,-,0.0,179.0,S,0.4,77,1015.9,경기도 수원시 권선구 서둔동,
121,영월,241m,○,0,0,0,0,0,16.4,329.8,-,0.0,354.1,N,0.3,90,1016.7,강원도 영월군 영월읍 하송리,
127,충주,116m,○,0,0,0,0,0,18.5,0.0,-,0.0,114.1,ESE,0.7,77,1016.3,충청북도 충주시 안림동,
129,서산,29m,○,0,0,0,0,0,17.4,0.0,-,0.0,0.0,-,0.0,88,1016.5,충청남도 서산시 수석동,
130,울진,50m,○,0,0,0,0,0,18.5,262.6,W,1.4,265.6,W,1.4,80,1015.6,경상북도 울진군 울진읍 연지리,
131,청주,57m,○,0,0,0,0,0,21.7,158.5,SSE,1.1,156.3,SSE,1.1,55,1015.6,충청북도 청주시흥덕구 복대동,
133,대전,69m,○,0,0,0,0,0,19.8,304.8,NW,1.5,310.5,NW,1.2,72,1016.2,대전광역시 유성구 구성동,
135,추풍령,244m,○,0,0,0,0,0,16.4,158.4,SSE,0.4,65.3,ENE,0.7,83,1016.4,충청북도 영동군 추풍령면 관리,
136,안동,140m,○,0,0,0,0,0,19.0,147.1,SSE,1.0,149.5,SSE,0.5,83,1015.8,경상북도 안동시 운안동,
137,상주,96m,○,0,0,0,0,0,19.1,183.9,S,0.7,202.7,SSW,0.2,73,1015.6,경상북도 상주시 낙양동,
138,포항,2m,○,0,0,0,0,0,22.5,261.8,W,1.2,253.3,WSW,1.5,69,1015.7,경상북도 포항시남구 송도동,
140,군산,23m,○,0,0,0,0,0,19.0,112.2,ESE,1.0,130.8,SE,0.7,73,1016.0,전라북도 군산시 내흥동,
143,대구,53m,○,0,0,0,0,0,20.8,138.5,SE,1.4,132.2,SE,1.2,70,1015.4,대구광역시 동구 효목동,
146,전주,61m,○,0,0,0,0,0,21.1,105.1,ESE,0.5,111.6,ESE,0.9,67,1015.9,전라북도 전주시덕진구 덕진동2가,
151,울산(공),13m,-,0,0,0,0,0,17.8,350.0,N,2.1,360.0,N,2.2,94,1015.9,울산광역시 북구 송정동,
152,울산,82m,○,0,0,0,0,0,21.2,333.0,NNW,0.9,324.2,NW,0.9,74,1015.3,울산광역시 중구 서동,
155,창원,38m,○,0,0,0,0,0,22.7,339.8,NNW,1.0,330.4,NNW,1.1,68,1015.1,경상남도 창원시 마산합포구 가포동,
156,광주,72m,○,0,0,0,0,0,22.4,49.6,NE,2.8,48.6,NE,2.2,52,1015.7,광주광역시 북구 운암동,
159,부산,70m,○,0,0,0,0,0,23.7,44.6,NE,1.5,37.2,NE,1.1,59,1015.1,부산광역시 중구 대청동1가,
160,부산(레),518m,○,0,0,0,0,0,20.2,100.7,E,3.7,102.2,ESE,3.8,85,.,부산광역시 서구 서대신동3가,
162,통영,32m,○,0,0,0,0,0,22.9,0.0,-,0.0,357.2,N,0.4,75,1015.1,경상남도 통영시 정량동,
163,무안(공),11m,-,0,0,0,0,0,21.2,30.0,NNE,2.8,30.0,NNE,2.9,78,1015.7,전라남도 무안군 망운면 피서리,
165,목포,38m,○,0,0,0,0,0,22.1,38.0,NE,2.0,35.8,NE,1.7,80,1015.5,전라남도 목포시 연산동,
167,여수(공),18m,-,0,0,0,0,0,22.0,310.0,NW,2.8,310.0,NW,2.8,66,1015.7,전라남도 여수시 율촌면 신풍리,
168,여수,65m,○,0,0,0,0,0,24.4,56.1,NE,4.3,56.3,ENE,4.0,67,1014.5,전라남도 여수시 고소동,
169,흑산도,76m,○,0,0,0,0,0,22.4,9.6,N,6.5,11.2,N,6.6,79,1015.2,전라남도 신안군 흑산면 예리,
170,완도,35m,○,0,0,0,0,0,22.6,217.6,SW,0.9,185.1,S,0.6,69,1015.0,전라남도 완도군 군외면 불목리,
172,고창,52m,○,0,0,0,0,0,21.2,38.7,NE,3.4,41.1,NE,3.4,79,1015.9,전라북도 고창군 대산면 매산리,
174,순천,165m,○,0,0,0,0,0,16.6,0.0,-,0.1,67.0,ENE,0.7,94,1015.6,전라남도 순천시 승주읍 평중리,
175,진도(첨찰산),476m,○,0,0,0,0,0,20.2,266.7,W,3.3,277.5,W,3.5,66,1015.2,전라남도 진도군 의신면 사천리,
177,홍성(예),20m,○,0,0,0,0,0,18.4,167.9,SSE,1.1,170.7,S,1.4,94,1015.0,충청남도 홍성군 홍북면 신경리,
182,제주(공),27m,-,0,0,0,0,0,23.5,200.0,SSW,2.1,190.0,S,1.9,52,1015.0,제주특별자치도 제주시 용담이동,
184,제주,20m,○,0,0,0,0,0,24.7,184.6,S,1.3,185.7,S,2.0,49,1015.0,제주특별자치도 제주시 건입동,
185,고산,71m,○,0,0,0,0,0,24.7,60.2,ENE,3.7,66.3,ENE,3.9,55,1014.5,제주특별자치도 제주시 한경면 고산리,
188,성산,18m,○,0,0,0,0,0,21.8,298.1,WNW,2.5,295.9,WNW,2.7,63,1014.5,제주특별자치도 서귀포시 성산읍 신산리,
189,서귀포,49m,○,.,.,.,.,.,24.5,10.6,N,1.6,353.4,N,1.7,64,1014.2,제주특별자치도 서귀포시 서귀동,
192,진주,30m,○,0,0,0,0,0,17.6,53.1,NE,0.7,64.6,ENE,0.3,80,1015.5,경상남도 진주시 평거동,
201,강화,47m,○,0,0,0,0,0,17.2,323.8,NW,1.9,325.5,NW,2.5,65,1015.8,인천광역시 강화군 불은면 삼성리,
202,양평,48m,○,.,.,.,.,.,18.5,196.0,SSW,0.6,223.2,SW,0.6,83,1015.9,경기도 양평군 양평읍 양근리,
203,이천,78m,○,0,0,0,0,0,17.7,18.7,NNE,1.3,49.7,NE,1.3,82,1015.8,경기도 이천시 부발읍 신하리,
211,인제,200m,.,.,.,.,.,.,14.7,339.5,NNW,1.7,330.2,NNW,1.3,86,1017.0,강원도 인제군 인제읍 남북리,
212,홍천,140m,○,0,0,0,0,0,16.8,63.5,ENE,0.7,72.2,ENE,0.9,86,1016.2,강원도 홍천군 홍천읍 연봉리,
216,태백,713m,○,0,0,0,0,0,14.3,100.3,E,0.4,8.7,N,0.3,85,1016.5,(산간)강원도 태백시 황지동,
217,정선군,307m,.,.,.,.,.,.,15.0,345.4,NNW,0.6,291.2,-,0.1,92,1017.6,강원도 정선군 정선읍 북실리,
221,제천,260m,○,.,.,.,.,.,15.7,307.9,NW,0.5,48.9,NE,0.4,88,1016.1,충청북도 제천시 신월동,
226,보은,175m,○,.,.,.,.,.,16.3,0.0,-,0.0,330.5,NNW,0.2,99,1016.6,충청북도 보은군 보은읍 성주리,
229,격렬 *,104m,○,0,0,0,0,0,24.5,342.5,NNW,2.5,355.6,N,3.0,87,1015.8,충청남도 태안군 근흥면 가의도리,
232,천안,82m,○,0,0,0,0,0,16.8,0.0,-,0.0,149.9,SSE,0.8,78,1016.1,충청남도 천안시 병천면 병천리,
235,보령,15m,○,0,0,0,0,0,19.0,33.6,NNE,0.9,20.1,NNE,0.8,81,1015.7,충청남도 보령시 요암동,
236,부여,11m,○,0,0,0,0,0,16.8,180.5,S,0.4,48.7,-,0.1,91,1016.2,충청남도 부여군 부여읍 가탑리,
238,금산,170m,○,.,.,.,.,.,15.9,247.5,WSW,0.3,265.8,W,0.7,83,1016.6,충청남도 금산군 금산읍 아인리,
243,부안,12m,.,.,.,.,.,.,19.8,0.0,-,0.0,0.0,-,0.0,74,1016.1,전라북도 부안군 행안면 역리,
244,임실,248m,○,.,.,.,.,.,16.3,180.0,S,1.1,184.9,S,0.9,84,1016.9,전라북도 임실군 임실읍 이도리,
245,정읍,70m,○,0,0,0,0,0,20.2,116.3,-,0.0,0.0,-,0.0,77,1016.0,전라북도 정읍시 상평동,
247,남원,127m,○,0,0,0,0,0,18.0,64.0,ENE,2.2,53.4,NE,1.8,77,1015.5,전라북도 남원시 도통동,
248,장수,406m,○,.,.,.,.,.,14.7,253.0,WSW,0.9,271.1,W,1.1,97,1017.2,전라북도 장수군 장수읍 선창리,
251,고창군,54m,○,.,.,.,.,.,20.3,0.0,-,0.1,62.5,ENE,0.3,83,1015.4,전라북도 고창군 고창읍 덕산리,
252,영광군,37m,○,.,.,.,.,.,20.5,23.6,NNE,2.4,27.9,NNE,2.2,79,1015.6,전라남도 영광군 군서면 만곡리,
253,김해시,59m,○,0,0,0,0,0,21.4,76.3,ENE,0.8,88.3,E,0.7,59,1015.9,경상남도 김해시 부원동,
254,순창군,127m,○,.,.,.,.,.,18.1,215.5,SW,0.3,285.5,WNW,0.3,79,1016.3,전라북도 순창군 순창읍 교성리,
255,북창원,49m,○,0,0,0,0,0,21.1,261.7,W,1.1,291.0,WNW,1.0,66,1015.3,경상남도 창원시 내동,
257,양산시,15m,○,0,0,0,0,0,21.5,30.3,NNE,1.0,39.8,NE,1.1,70,1016.7,경상남도 양산시 동면 금산리,
258,보성군,3m,○,0,0,0,0,0,19.7,261.6,W,1.3,261.9,W,1.3,74,1015.5,전라남도 보성군 득량면 예당리,
259,강진군,13m,○,0,0,0,0,0,19.6,54.3,NE,0.6,338.8,NNW,0.7,85,1015.8,전라남도 강진군 강진읍 남포리,
260,장흥,45m,○,0,0,0,0,0,18.1,304.1,NW,0.6,305.3,NW,0.6,91,1015.4,전라남도 장흥군 장흥읍 축내리,
261,해남,13m,○,0,0,0,0,0,17.6,176.2,S,0.2,129.1,-,0.1,93,1015.1,전라남도 해남군 해남읍 남천리,
262,고흥,53m,○,0,0,0,0,0,17.6,330.8,NNW,0.2,29.8,-,0.1,93,1015.0,전라남도 고흥군 고흥읍 행정리,
263,의령군,14m,○,.,.,.,.,.,16.9,307.8,NW,0.3,321.8,NW,0.4,89,1015.4,경상남도 의령군 의령읍 무전리,
264,함양군,151m,○,.,.,.,.,.,16.3,121.6,ESE,0.7,107.7,ESE,0.2,97,1016.4,경상남도 함양군 함양읍 용평리,
266,광양시,81m,○,0,0,0,0,0,22.8,287.5,WNW,0.5,329.4,NNW,0.6,60,1014.4,전라남도 광양시 중동,
268,진도군,5m,○,0,0,0,0,0,21.5,73.2,ENE,1.9,83.1,E,1.9,75,1014.7,전라남도 진도군 진도읍 남동리,
271,봉화,324m,○,.,.,.,.,.,14.4,265.8,W,0.2,303.8,NW,0.3,94,1016.9,경상북도 봉화군 춘양면 의양리,
272,영주,211m,○,0,0,0,0,0,16.5,355.6,N,0.7,312.9,NW,0.9,83,1015.8,경상북도 영주시 풍기읍 성내리,
273,문경,171m,○,0,0,0,0,0,16.7,299.8,WNW,1.6,160.9,SSE,1.5,83,1015.8,경상북도 문경시 유곡동,
276,청송군,206m,○,0,0,0,0,0,15.5,0.0,-,0.0,0.0,-,0.0,90,1016.4,경상북도 청송군 청송읍,
277,영덕,42m,○,0,0,0,0,0,17.2,202.7,SSW,1.5,184.1,S,2.0,92,1015.6,경상북도 영덕군 영해면 성내리,
278,의성,82m,○,.,.,.,.,.,15.6,28.8,NNE,1.0,22.5,NNE,0.9,98,1016.2,경상북도 의성군 의성읍 원당리,
279,구미,49m,○,0,0,0,0,0,19.3,328.8,NNW,0.3,14.4,-,0.1,83,1015.7,경상북도 구미시 남통동,
281,영천,94m,○,0,0,0,0,0,17.7,117.5,ESE,0.7,103.2,ESE,0.6,89,1015.8,경상북도 영천시 망정동,
283,경주시,38m,○,.,.,.,.,.,18.0,198.7,SSW,1.8,197.1,SSW,1.7,92,1016.4,경상북도 경주시 탑동,
284,거창,226m,○,0,0,0,0,0,15.8,244.4,WSW,0.9,259.6,W,0.8,89,1016.0,경상남도 거창군 거창읍 정장리,
285,합천,32m,○,.,.,.,.,.,17.7,180.7,S,0.5,214.7,-,0.1,89,1015.7,경상남도 합천군 합천읍 합천리,
288,밀양,11m,○,0,0,0,0,0,18.4,359.3,-,0.0,0.0,-,0.0,78,1015.5,경상남도 밀양시 내이동,
289,산청,138m,○,0,0,0,0,0,17.9,73.2,ENE,0.4,241.7,WSW,0.2,88,1015.9,경상남도 산청군 산청읍 지리,
294,거제,46m,○,.,.,.,.,.,20.7,315.1,NW,0.4,5.1,-,0.1,83,1015.2,경상남도 거제시 신현읍 장평리,
295,남해,45m,○,0,0,0,0,0,21.3,243.1,WSW,1.4,243.8,WSW,1.3,80,1015.1,경상남도 남해군 이동면 다정리,
300,말도,48m,○,0,0,0,0,0,24.5,18.3,NNE,4.7,14.0,NNE,4.6,.,1015.5,전라북도 군산시 옥도면 말도리,
301,임자도,6m,○,0,0,0,0,0,23.7,278.3,W,2.6,282.2,WNW,2.9,56,.,전라남도 신안군 임자면 진리,
302,장산도,19m,○,0,0,0,0,0,23.3,41.2,NE,1.3,14.3,NNE,1.4,70,.,전라남도 신안군 장산면 오음리,
303,가거도,108m,○,0,0,0,0,0,24.4,?,?,?,?,?,?,35,.,전라남도 신안군 흑산면 가거도리,
304,신지도,21m,○,0,0,0,0,0,22.0,341.1,NNW,1.2,350.7,N,2.5,67,.,전라남도 완도군 신지면 월양리,
305,여서도,35m,○,0,0,0,0,0,24.1,269.4,W,1.5,309.7,NW,0.4,.,1014.9,전라남도 완도군 청산면 여서리,
306,소리도,3m,○,0,0,0,0,0,22.2,188.9,-,0.0,337.9,NNW,0.2,75,.,전라남도 여수시 남면 연도리,
308,옥도,6m,○,0,0,0,0,0,22.9,15.8,NNE,2.9,8.1,N,4.0,70,.,전라남도 신안군 하의면 옥도리,
310,궁촌,14m,.,.,.,.,.,.,.,?,?,?,?,?,?,.,.,강원도 삼척시 근덕면 궁촌리,
311,가야산,596m,○,0,0,0,0,0,13.7,263.1,-,0.1,227.9,SW,0.4,82,.,경상남도 합천군 가야면 치인리,
312,주왕산,264m,○,0,0,0,0,0,15.5,178.1,-,0.0,0.0,-,0.0,97,.,경상북도 청송군 부동면 상의리,
313,양지암,55m,○,0,0,0,0,0,24.6,0.5,N,0.8,0.9,N,1.3,68,.,경상남도 거제시 능포동,
314,덕유봉,1518m,○,0,0,0,0,0,11.1,99.0,E,2.1,83.1,E,1.6,.,1017.5,전라북도 무주군 설천면 심곡리,
315,성삼재,1089m,○,0,0,0,0,0,16.9,197.8,SSW,2.7,169.1,S,2.7,70,.,전라남도 구례군 산동면 좌사리,
316,무등산,912m,○,0,0,0,0,0,18.2,43.6,NE,6.5,40.8,NE,8.8,45,.,광주광역시 동구 용연동,
317,모악산,101m,○,0,0,0,0,0,17.1,255.6,WSW,1.3,221.2,SW,1.4,92,.,전라북도 완주군 구이면 원기리,
318,용평,770m,○,0,0,0,0,0,11.7,0.0,-,0.0,163.4,-,0.1,.,1017.7,(산간)강원도 평창군 대관령면 용산리,
319,천부,63m,○,0,0,0,0,0,21.1,72.2,ENE,2.2,73.8,ENE,2.1,46,1016.2,경상북도 울릉군 북면 천부리,
320,향로봉,1263m,○,0,0,0,0,0,13.3,261.1,W,4.4,249.3,WSW,3.1,.,.,(산간)강원도 인제군 북면 용대리,
321,원통,254m,○,0,0,0,0,0,14.1,339.7,NNW,0.9,304.1,NW,0.7,.,.,(산간)강원도 인제군 북면 원통리,
322,상서,264m,○,0,0,0,0,0,13.1,0.0,-,0.0,93.7,-,0.1,.,.,강원도 화천군 상서면 산양리,
323,마현,291m,○,0,0,0,0,0,14.2,200.8,SSW,0.4,161.1,SSE,0.4,.,.,강원도 철원군 근남면 마현리,
324,송계,141m,○,0,0,0,0,0,16.7,90.3,E,0.7,85.5,E,1.8,87,.,충청북도 제천시 한수면 탄지리,
325,백운,230m,○,0,0,0,0,0,14.4,327.3,-,0.0,334.4,NNW,0.3,95,.,충청북도 제천시 백운면 평동리,
326,용문산,190m,○,.,.,.,.,.,16.0,284.1,WNW,1.1,282.7,WNW,0.8,95,.,경기도 양평군 용문면 중원리,
327,우암산,127m,.,.,.,.,.,.,18.2,0.0,-,0.0,300.7,WNW,0.3,77,.,충청북도 청주시상당구 명암동,
328,중문,63m,○,0,0,0,0,0,21.3,353.0,N,1.0,0.2,N,0.9,.,.,제주특별자치도 서귀포시 색달동,
329,아라,375m,○,0,0,0,0,0,18.8,173.8,S,2.4,173.9,S,2.6,.,.,제주특별자치도 제주시 아라일동,
330,대흘,144m,○,0,0,0,.,0,21.1,209.1,SSW,1.9,205.8,SSW,1.7,.,.,제주특별자치도 제주시 조천읍 대흘리,
351,남면,135m,○,0,0,0,0,0,16.8,0.0,-,0.0,0.0,-,0.0,.,.,경기도 양주시 남면 신산리,
352,장흥면,163m,○,0,0,0,0,0,17.1,30.0,NNE,2.7,31.7,NNE,2.6,.,.,경기도 양주시 장흥면 일영리,
353,덕정동,88m,○,0,0,0,0,0,18.6,0.0,-,0.0,0.0,-,0.0,.,.,경기도 양주시 덕정동,
355,서탄면,39m,○,0,0,0,0,0,20.2,58.2,ENE,1.1,51.0,NE,1.0,.,.,경기도 평택시 서탄면 금암리,
356,고덕면,32m,.,.,.,.,.,.,.,?,?,?,?,?,?,.,.,경기도 평택시 고덕면 좌교리,
358,현덕면,35m,○,0,0,0,0,0,20.1,84.2,E,1.2,94.9,E,1.7,.,.,경기도 평택시 현덕면 인광리,
359,선단동,114m,○,0,0,0,0,0,16.5,277.3,W,1.2,252.5,WSW,0.5,81,.,경기도 포천시 선단동,
360,내촌면,119m,○,0,0,0,0,0,16.8,220.9,SW,0.8,298.2,WNW,0.8,92,.,경기도 포천시 내촌면 내리,
361,영중면,85m,○,0,0,0,0,0,17.1,0.0,-,0.0,0.0,-,0.0,94,.,경기도 포천시 영중면 양문리,
364,분당구,61m,○,0,0,0,0,0,21.5,346.0,NNW,0.4,331.1,NNW,0.7,.,.,경기도 성남시분당구 수내동,
365,석수동,42m,○,0,0,0,0,0,19.9,0.0,-,0.0,2.7,-,0.1,.,.,경기도 안양시만안구 석수동,
366,오전동 *,114m,○,0,0,0,0,0,21.7,0.0,-,0.0,0.0,-,0.0,.,.,경기도 의왕시 오전동,
367,신현동,26m,○,0,0,0,0,0,21.0,0.0,-,0.0,0.0,-,0.0,.,.,경기도 시흥시 포동,
368,수택동,49m,.,.,.,.,.,.,.,?,?,?,?,?,?,.,.,경기도 구리시 수택동,
369,수리산길,124m,○,0,0,0,0,0,20.9,26.3,NNE,1.7,27.3,NNE,1.1,.,.,경기도 군포시 산본동,
370,이동묵리,241m,○,0,0,0,0,0,20.8,0.0,-,0.0,0.0,-,0.0,.,.,경기도 용인시 이동면 묵리,
371,기흥구,121m,○,0,0,0,0,0,20.9,96.8,E,0.6,111.3,ESE,0.6,.,.,경기도 용인시 기흥읍 구갈리,
372,은현면,108m,○,0,0,0,0,0,17.8,0.0,-,0.0,0.0,-,0.0,.,.,경기도 양주시 은현면 선암리,
373,남방,163m,○,0,0,0,0,0,17.3,0.0,-,0.0,0.0,-,0.0,.,.,경기도 양주시 남방동,
374,청북,50m,○,0,0,0,0,0,20.8,0.0,-,0.0,0.0,-,0.0,.,.,경기도 평택시 청북면 어연리,
375,백석읍,150m,○,0,0,0,0,0,17.7,0.0,-,0.0,0.0,-,0.0,.,.,경기도 양주시 백석읍 오산리,
400,강남,60m,○,0,0,0,0,0,24.7,70.3,ENE,0.3,299.4,WNW,0.9,52,.,서울특별시 강남구 삼성동,
401,서초,42m,○,0,0,0,0,0,23.1,142.3,SE,0.2,180.9,S,0.9,.,.,서울특별시 서초구 서초동,
402,강동,57m,○,0,0,0,.,0,20.3,8.5,N,1.8,9.7,N,1.5,75,.,서울특별시 강동구 고덕동,
403,송파 *,54m,○,0,0,0,0,0,23.8,345.1,NNW,0.8,347.6,NNW,0.8,.,.,서울특별시 송파구 잠실동,
404,강서 *,79m,○,0,0,0,0,0,23.0,75.9,-,0.1,109.4,ESE,0.4,.,.,서울특별시 강서구 화곡동,
405,양천 *,10m,○,0,0,0,0,0,24.1,289.0,-,0.1,294.8,WNW,0.3,.,.,서울특별시 양천구 목동,
406,도봉,56m,○,0,0,0,0,0,19.5,0.0,-,0.0,276.9,-,0.1,85,.,서울특별시 도봉구 방학동,
407,노원,52m,○,0,0,0,0,0,17.6,75.2,ENE,0.9,97.2,E,0.4,98,.,서울특별시 노원구 공릉동,
408,동대문,49m,○,0,0,0,0,0,23.0,21.2,-,0.0,17.8,NNE,1.0,62,.,서울특별시 동대문구 전농동,
409,중랑,40m,○,0,0,0,0,0,23.1,63.5,ENE,1.4,57.0,ENE,1.6,66,.,서울특별시 중랑구 면목동,
410,기상청,34m,○,0,0,0,0,0,24.3,324.6,NW,1.5,321.0,NW,1.7,41,1015.5,서울특별시 동작구 신대방동,
411,마포,25m,○,0,0,0,0,0,22.4,290.6,WNW,1.0,316.8,NW,1.5,64,.,서울특별시 마포구 망원동,
412,서대문,101m,○,0,0,0,0,0,19.8,57.5,ENE,0.5,31.9,NNE,0.6,.,.,서울특별시 서대문구 신촌동,
413,광진,38m,○,0,0,0,0,0,22.5,208.9,SSW,1.1,315.0,NW,0.7,69,.,서울특별시 광진구 자양동,
414,성북,126m,○,0,0,0,0,0,22.7,332.2,NNW,1.8,339.3,NNW,1.7,50,.,서울특별시 성북구 정릉동,
415,용산 *,33m,○,0,0,0,0,0,24.2,132.3,SE,0.4,303.6,WNW,0.8,.,.,서울특별시 용산구 이촌동,
416,은평,65m,○,0,0,0,0,0,17.1,252.7,WSW,0.3,296.1,-,0.1,.,.,서울특별시 은평구 진관내동,
417,금천,41m,○,0,0,0,0,0,23.6,0.0,-,0.1,200.8,SSW,0.7,.,.,서울특별시 금천구 독산동,
418,한강,11m,○,0,0,0,0,0,23.6,332.2,NNW,1.9,329.4,NNW,1.9,64,.,서울특별시 영등포구 여의도동,
419,중구,266m,○,0,0,0,0,0,21.9,310.8,NW,2.3,322.2,NW,2.5,.,.,서울특별시 중구 예장동,
421,성동,34m,○,0,0,0,0,0,24.3,341.7,NNW,1.9,354.1,N,1.6,60,.,서울특별시 성동구 성수동1가,
422,북악산,333m,○,0,0,0,0,0,19.9,331.9,NNW,4.9,334.0,NNW,3.6,62,.,서울특별시 종로구 평창동,
423,구로,53m,○,0,0,0,0,0,22.1,322.1,NW,1.5,326.9,NNW,1.6,60,.,서울특별시 구로구 궁동,
424,강북,56m,○,0,0,0,0,0,22.5,307.7,NW,0.9,315.3,NW,1.4,67,.,서울특별시 강북구 수유동,
425,남현,87m,○,0,0,0,0,0,20.2,317.6,NW,0.7,240.3,WSW,1.0,83,.,서울특별시 관악구 남현동,
430,경기,103m,○,0,0,0,0,0,22.0,331.7,-,0.0,295.9,-,0.1,.,.,경기도 수원시팔달구 매산로3가,
431,신곡,67m,.,.,.,.,.,.,.,?,?,?,?,?,?,.,.,경기도 의정부시 신곡동,
432,향남,29m,○,0,0,0,.,0,20.6,286.3,WNW,0.2,34.5,NE,0.4,.,.,경기도 화성군 향남면 행정리,
433,부천,29m,○,0,0,0,0,0,22.4,50.8,NE,0.8,37.6,NE,0.7,.,.,경기도 부천시원미구 중동,
434,안양,96m,○,0,0,0,0,0,21.4,343.7,NNW,0.9,10.5,N,0.9,72,.,경기도 안양시동안구,
435,고잔,32m,○,0,0,0,0,0,21.3,73.9,ENE,0.2,73.9,-,0.0,79,.,경기도 안산시단원구 고잔동,
436,역삼,123m,○,0,0,0,0,0,20.1,270.0,W,0.2,25.6,NNE,0.4,.,.,경기도 용인시 역북동,
437,광명,68m,○,0,0,0,0,0,23.8,303.6,WNW,0.7,298.3,WNW,0.7,.,.,경기도 광명시 철산동,
438,군포,97m,○,0,0,0,0,0,22.5,304.0,NW,0.3,276.5,W,0.7,.,.,경기도 군포시 금정동,
439,진안 *,66m,○,0,0,0,0,0,24.4,162.0,SSE,0.3,161.3,SSE,0.6,.,.,경기도 화성시 태안읍 진안리,
440,설봉,168m,○,0,0,0,0,0,20.3,298.1,WNW,0.7,314.2,NW,0.9,76,.,경기도 이천시 중리동,
441,김포,32m,○,0,0,0,0,0,20.4,340.2,NNW,1.0,339.6,NNW,0.8,.,.,경기도 김포시 운양동,
442,지월,53m,○,0,0,0,0,0,17.4,0.0,-,0.0,18.3,NNE,0.3,.,.,경기도 광주시 초월읍 지월리,
443,보개,90m,○,0,0,0,0,0,16.2,126.2,-,0.0,0.0,-,0.0,.,.,경기도 안성시 보개면 불현리,
444,하남,37m,○,0,0,0,0,0,18.6,121.9,ESE,0.6,70.2,ENE,0.2,.,.,경기도 하남시 신장동,
445,의왕,94m,○,0,0,0,0,0,18.4,263.9,W,0.2,228.0,SW,0.5,.,.,경기도 의왕시 고천동,
446,남촌 *,32m,○,0,0,0,0,0,18.2,230.6,SW,0.8,206.2,SSW,0.6,.,.,경기도 오산시 오산동,
447,북내,72m,○,0,0,0,0,0,15.8,178.5,S,1.1,200.5,SSW,0.5,57,.,경기도 여주시 북내면 당우리,
448,산북,131m,○,0,0,0,0,0,16.1,213.0,SSW,0.6,199.7,SSW,0.4,94,.,경기도 여주시 산북면 상품리,
